run_key,ifc_model,llm_model,run_type,query_id,query_type,pattern,query_text,understanding_correct,end_to_end_correct,cache_hit,t_understanding,t_retrieval,t_computation,t_response,total_time,error
House_gpt-4_cold,House,gpt-4,cold,H011,element,imperative,Tell me all doors that touch Wand-Ext-ERDG-1.,True,True,False,2.805504322052002,0.010441780090332031,0.2877938747406006,1.5715901851654053,4.68100643157959,
House_gpt-4_cold,House,gpt-4,cold,H012,element,fact_verification,Are there any railings touching Dach-1?,True,True,False,2.1741840839385986,0.009918928146362305,0.028551816940307617,2.391256093978882,4.609662771224976,
House_gpt-4_cold,House,gpt-4,cold,H013,element,general_question,Which spaces are disjoint from Dach-2?,True,True,False,2.465725898742676,0.0075626373291015625,0.10296416282653809,3.7046384811401367,6.280891180038452,
House_gpt-4_cold,House,gpt-4,cold,H014,element,imperative,List all windows that touch Wand-Ext-ERDG-3.,True,True,False,2.6864142417907715,0.019343852996826172,0.2592442035675049,2.564363479614258,5.530377388000488,
House_gpt-4_cold,House,gpt-4,cold,H015,element,fact_verification,Does Slab-033 cover any walls on Dachgeschoss?,True,True,False,2.795976161956787,0.010053634643554688,0.4001584053039551,1.3975012302398682,4.603689432144165,
House_gpt-4_cold,House,gpt-4,cold,H016,relationship,general_question,What is the relationship between Wand-Int-ERDG-4 and Bodenplatte?,True,True,True,3.9210307598114014,0.007952213287353516,0.0,2.033224582672119,5.9664306640625,
House_gpt-4_cold,House,gpt-4,cold,H017,relationship,fact_verification,Does Wand-Ext-ERDG-1 touch Bodenplatte?,True,True,False,2.778489828109741,0.010216474533081055,0.049315690994262695,1.5014324188232422,4.342039585113525,
House_gpt-4_cold,House,gpt-4,cold,H018,relationship,imperative,Tell me the spatial relationship between Wendeltreppe and Wand-Ext-ERDG-4.,True,True,True,2.4741532802581787,0.005550384521484375,0.0,1.6260228157043457,4.105726480484009,
House_gpt-4_cold,House,gpt-4,cold,H019,relationship,general_question,What is the relationship between Wand-Int-ERDG-2 and Wand-Int-ERDG-1?,True,True,False,2.6223320960998535,0.006963253021240234,0.010312557220458984,1.5147969722747803,4.156915664672852,
House_gpt-4_cold,House,gpt-4,cold,H020,relationship,fact_verification,Is Innentuer-1 touching Wand-Int-ERDG-3?,True,True,False,2.859468698501587,0.01530766487121582,0.019259929656982422,1.5089318752288818,4.412642478942871,
House_gpt-4_cold,House,gpt-4,cold,H021,relationship,imperative,Describe the relationship between EG-Fenster-1 and Wand-Ext-ERDG-2.,True,True,False,2.3980987071990967,0.0025136470794677734,0.11078286170959473,1.4004247188568115,3.915414810180664,
House_gpt-4_cold,House,gpt-4,cold,H022,relationship,general_question,What is the relationship between Haustuer and Wand-Ext-ERDG-3?,True,True,False,2.46586275100708,0.006899833679199219,0.009908914566040039,1.5602951049804688,4.042966604232788,
House_gpt-4_cold,House,gpt-4,cold,H023,relationship,fact_verification,Does Terrassentuer touch Wand-Ext-ERDG-4?,True,True,False,3.1574487686157227,0.010887861251831055,0.3475990295410156,2.2803750038146973,5.80194091796875,
House_gpt-4_cold,House,gpt-4,cold,H024,relationship,imperative,Tell me how Sparren-1 relates to Wand-Ext-OG-1.,True,True,False,3.7476248741149902,0.007933616638183594,0.019193410873413086,1.5042765140533447,5.282301664352417,
House_gpt-4_cold,House,gpt-4,cold,H025,relationship,general_question,What is the relationship between First and Pfette-1-1?,True,True,True,2.7827041149139404,0.008544921875,0.0,1.7015318870544434,4.492780923843384,
House_gpt-4_cold,House,gpt-4,cold,H026,relationship,fact_verification,Does Dach-1 touch Wand-Ext-OG-1?,True,True,False,2.5609726905822754,0.006616115570068359,0.2814795970916748,1.7542414665222168,4.603309869766235,
House_gpt-4_cold,House,gpt-4,cold,H027,relationship,imperative,Tell me the relationship between Wand-Ext-OG-1 and Bodenplatte.,True,True,False,2.3342788219451904,0.01616048812866211,0.018735408782958984,1.6558051109313965,4.024979829788208,
House_gpt-4_cold,House,gpt-4,cold,H028,relationship,general_question,What is the relationship between OG-Fenster-1 and Wand-Int-ERDG-1?,True,True,False,5.164137125015259,0.00910186767578125,0.011535882949829102,2.0246613025665283,7.21044135093689,
House_gpt-4_cold,House,gpt-4,cold,H029,relationship,fact_verification,Is Sparren-20 disjoint from Wand-Int-ERDG-5?,True,True,False,3.1585350036621094,0.007155418395996094,0.016652822494506836,1.8550736904144287,5.039929389953613,
House_gpt-4_cold,House,gpt-4,cold,H030,relationship,imperative,Describe the relationship between Unterzug-1 and Wand-Ext-OG-3.,True,True,False,2.4193148612976074,0.02073049545288086,0.00956273078918457,1.7249290943145752,4.1755452156066895,
House_gpt-4_warm,House,gpt-4,warm,H001,element,general_question,Which walls touch Bodenplatte?,True,True,False,3.4888792037963867,0.006574869155883789,0.029340505599975586,4.661304235458374,8.18609881401062,
House_gpt-4_warm,House,gpt-4,warm,H002,element,imperative,List all slabs that cover Wand-Int-ERDG-4.,True,True,False,2.201075315475464,0.008643865585327148,0.009798288345336914,1.6283388137817383,3.849367141723633,
House_gpt-4_warm,House,gpt-4,warm,H003,element,fact_verification,Are there any windows disjoint from Wand-Ext-OG-1?,True,True,False,2.565147876739502,0.006656646728515625,0.03209233283996582,4.648862361907959,7.252759218215942,
House_gpt-4_warm,House,gpt-4,warm,H004,element,general_question,Which doors touch Wand-Int-ERDG-1?,True,True,False,2.083466053009033,0.0059490203857421875,0.013562679290771484,1.288419485092163,3.3950841426849365,
House_gpt-4_warm,House,gpt-4,warm,H005,element,imperative,Show me all walls on Erdgeschoss that touch Bodenplatte.,True,True,False,2.468350410461426,0.002268075942993164,0.02399134635925293,5.062270402908325,7.556880235671997,
House_gpt-4_warm,House,gpt-4,warm,H006,element,fact_verification,Is there any beam that touches First?,True,True,False,2.447664976119995,0.007046699523925781,0.0077381134033203125,1.4635114669799805,3.9276158809661865,
House_gpt-4_warm,House,gpt-4,warm,H007,element,general_question,Which members are disjoint from Bodenplatte?,True,True,False,2.484393358230591,0.00673222541809082,0.10848784446716309,11.530988931655884,14.13499927520752,
House_gpt-4_warm,House,gpt-4,warm,H008,element,imperative,List all windows on Dachgeschoss that touch Wand-Ext-OG-2.,True,True,False,2.7738096714019775,0.008213520050048828,0.005564689636230469,1.7989895343780518,4.586577415466309,
House_gpt-4_warm,House,gpt-4,warm,H009,element,fact_verification,Does Wendeltreppe touch any walls?,True,True,False,2.6021721363067627,0.009459972381591797,0.03939700126647949,1.35581636428833,4.006845474243164,
House_gpt-4_warm,House,gpt-4,warm,H010,element,general_question,Which slabs cover Wand-Ext-ERDG-2?,True,True,False,2.2418787479400635,0.0030367374420166016,0.009348392486572266,1.4080817699432373,3.665849447250366,
House_gpt-4_warm,House,gpt-4,warm,H011,element,imperative,Tell me all doors that touch Wand-Ext-ERDG-1.,True,True,False,3.0190348625183105,0.010351181030273438,0.017557382583618164,1.5238802433013916,4.571929931640625,
House_gpt-4_warm,House,gpt-4,warm,H012,element,fact_verification,Are there any railings touching Dach-1?,True,True,False,2.529682159423828,0.005825042724609375,0.010866165161132812,1.1541829109191895,3.7015554904937744,
House_gpt-4_warm,House,gpt-4,warm,H013,element,general_question,Which spaces are disjoint from Dach-2?,True,True,False,2.321230411529541,0.006562232971191406,0.015033721923828125,3.8304436206817627,6.175773620605469,
House_gpt-4_warm,House,gpt-4,warm,H014,element,imperative,List all windows that touch Wand-Ext-ERDG-3.,True,True,False,5.199875354766846,0.0045166015625,0.027045488357543945,3.1575353145599365,8.389972925186157,
House_gpt-4_warm,House,gpt-4,warm,H015,element,fact_verification,Does Slab-033 cover any walls on Dachgeschoss?,True,True,False,2.539935827255249,0.0053632259368896484,0.012067317962646484,1.5619027614593506,4.121119499206543,
House_gpt-4_warm,House,gpt-4,warm,H016,relationship,general_question,What is the relationship between Wand-Int-ERDG-4 and Bodenplatte?,True,True,True,2.4328434467315674,0.00581049919128418,0.0,1.4130568504333496,3.8545775413513184,
House_gpt-4_warm,House,gpt-4,warm,H017,relationship,fact_verification,Does Wand-Ext-ERDG-1 touch Bodenplatte?,True,True,True,3.344405174255371,0.01089167594909668,0.0,1.2487819194793701,4.6055896282196045,
House_gpt-4_warm,House,gpt-4,warm,H018,relationship,imperative,Tell me the spatial relationship between Wendeltreppe and Wand-Ext-ERDG-4.,True,True,True,2.6226816177368164,0.009661197662353516,0.0,1.3679966926574707,4.000339508056641,
House_gpt-4_warm,House,gpt-4,warm,H019,relationship,general_question,What is the relationship between Wand-Int-ERDG-2 and Wand-Int-ERDG-1?,True,True,True,3.0516629219055176,0.004940509796142578,0.0,3.087446451187134,6.148818016052246,
House_gpt-4_warm,House,gpt-4,warm,H020,relationship,fact_verification,Is Innentuer-1 touching Wand-Int-ERDG-3?,True,True,True,4.2018351554870605,0.007044553756713867,0.0045239925384521484,1.5367789268493652,5.755913019180298,
House_gpt-4_warm,House,gpt-4,warm,H021,relationship,imperative,Describe the relationship between EG-Fenster-1 and Wand-Ext-ERDG-2.,True,True,True,2.6316940784454346,0.008302688598632812,0.0,1.3132474422454834,3.953244209289551,
House_gpt-4_warm,House,gpt-4,warm,H022,relationship,general_question,What is the relationship between Haustuer and Wand-Ext-ERDG-3?,True,True,True,2.4152934551239014,0.007047176361083984,0.0,1.4505674839019775,3.8755316734313965,
House_gpt-4_warm,House,gpt-4,warm,H023,relationship,fact_verification,Does Terrassentuer touch Wand-Ext-ERDG-4?,True,True,True,2.3385307788848877,0.008064508438110352,0.0,1.797865867614746,4.145453453063965,
House_gpt-4_warm,House,gpt-4,warm,H024,relationship,imperative,Tell me how Sparren-1 relates to Wand-Ext-OG-1.,True,True,True,2.5080983638763428,0.016555070877075195,0.001506805419921875,1.936056137084961,4.4642493724823,
House_gpt-4_warm,House,gpt-4,warm,H025,relationship,general_question,What is the relationship between First and Pfette-1-1?,True,True,True,3.9444327354431152,0.013349771499633789,0.0,2.349144220352173,6.307464838027954,
House_gpt-4_warm,House,gpt-4,warm,H026,relationship,fact_verification,Does Dach-1 touch Wand-Ext-OG-1?,True,True,True,3.0331456661224365,0.0040318965911865234,0.0,1.4836323261260986,4.520809888839722,
House_gpt-4_warm,House,gpt-4,warm,H027,relationship,imperative,Tell me the relationship between Wand-Ext-OG-1 and Bodenplatte.,True,True,True,2.5074191093444824,0.010277748107910156,0.0,1.563690185546875,4.084646940231323,
House_gpt-4_warm,House,gpt-4,warm,H028,relationship,general_question,What is the relationship between OG-Fenster-1 and Wand-Int-ERDG-1?,True,True,True,3.9963507652282715,0.007924556732177734,0.0,1.4490175247192383,5.454265594482422,
House_gpt-4_warm,House,gpt-4,warm,H029,relationship,fact_verification,Is Sparren-20 disjoint from Wand-Int-ERDG-5?,True,True,True,2.368720054626465,0.007275104522705078,0.0,2.4844179153442383,4.860413074493408,
House_gpt-4_warm,House,gpt-4,warm,H030,relationship,imperative,Describe the relationship between Unterzug-1 and Wand-Ext-OG-3.,True,True,True,2.430535078048706,0.012963294982910156,0.0,1.885901689529419,4.334082365036011,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H001,element,general_question,Which walls touch Bodenplatte?,True,True,False,1.0077238082885742,0.008362770080566406,0.4524707794189453,0.7039093971252441,2.173085927963257,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H002,element,imperative,List all slabs that cover Wand-Int-ERDG-4.,True,True,False,0.4937095642089844,0.0058057308197021484,0.10664629936218262,0.4506983757019043,1.0578200817108154,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H003,element,fact_verification,Are there any windows disjoint from Wand-Ext-OG-1?,True,True,False,0.4390115737915039,0.004278898239135742,5.8712382316589355,0.8279180526733398,7.142446756362915,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H004,element,general_question,Which doors touch Wand-Int-ERDG-1?,True,True,False,0.5602540969848633,0.005213737487792969,0.048761844635009766,0.5230588912963867,1.1408450603485107,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H005,element,imperative,Show me all walls on Erdgeschoss that touch Bodenplatte.,True,True,False,0.5631260871887207,0.006276607513427734,0.06862068176269531,0.7665650844573975,1.4045884609222412,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H006,element,fact_verification,Is there any beam that touches First?,True,True,False,0.5423192977905273,0.0058743953704833984,0.04715156555175781,0.44615650177001953,1.0452687740325928,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H007,element,general_question,Which members are disjoint from Bodenplatte?,True,True,False,0.47536253929138184,0.00913095474243164,0.3754570484161377,0.7114291191101074,1.5713796615600586,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H008,element,imperative,List all windows on Dachgeschoss that touch Wand-Ext-OG-2.,True,True,False,0.5641937255859375,0.00594329833984375,0.03289341926574707,0.46561646461486816,1.0691232681274414,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H009,element,fact_verification,Does Wendeltreppe touch any walls?,True,True,False,0.4754939079284668,0.0077550411224365234,0.1280667781829834,0.4420907497406006,1.0534064769744873,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H010,element,general_question,Which slabs cover Wand-Ext-ERDG-2?,True,True,False,0.5189435482025146,0.004879474639892578,0.11607503890991211,0.4728279113769531,1.1127259731292725,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H011,element,imperative,Tell me all doors that touch Wand-Ext-ERDG-1.,True,True,False,0.5376968383789062,0.004751920700073242,0.30858445167541504,0.5159697532653809,1.3670029640197754,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H012,element,fact_verification,Are there any railings touching Dach-1?,True,True,False,0.6382808685302734,0.0071332454681396484,0.019316911697387695,0.4355337619781494,1.1002647876739502,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H013,element,general_question,Which spaces are disjoint from Dach-2?,True,True,False,0.5071654319763184,0.00590825080871582,0.08579397201538086,0.6151249408721924,1.2149908542633057,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H014,element,imperative,List all windows that touch Wand-Ext-ERDG-3.,True,True,False,0.44120049476623535,0.003229379653930664,0.2544381618499756,0.5070886611938477,1.2087697982788086,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H015,element,fact_verification,Does Slab-033 cover any walls on Dachgeschoss?,True,True,False,0.5158016681671143,0.0,0.3963453769683838,0.5955698490142822,1.513706922531128,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H016,relationship,general_question,What is the relationship between Wand-Int-ERDG-4 and Bodenplatte?,True,True,True,0.759103536605835,0.005771160125732422,0.0,0.6749989986419678,1.4398736953735352,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H017,relationship,fact_verification,Does Wand-Ext-ERDG-1 touch Bodenplatte?,True,True,False,0.4784963130950928,0.00838780403137207,0.038710594177246094,0.4640946388244629,0.9907023906707764,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H018,relationship,imperative,Tell me the spatial relationship between Wendeltreppe and Wand-Ext-ERDG-4.,True,True,True,0.5786702632904053,0.00479888916015625,0.0,0.4667203426361084,1.05018949508667,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H019,relationship,general_question,What is the relationship between Wand-Int-ERDG-2 and Wand-Int-ERDG-1?,True,True,False,0.5480480194091797,0.008388280868530273,0.02691197395324707,0.4751746654510498,1.0600271224975586,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H020,relationship,fact_verification,Is Innentuer-1 touching Wand-Int-ERDG-3?,True,True,False,0.6596183776855469,0.004727602005004883,0.0047833919525146484,0.48940420150756836,1.1635329723358154,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H021,relationship,imperative,Describe the relationship between EG-Fenster-1 and Wand-Ext-ERDG-2.,True,True,False,0.5506448745727539,0.00480961799621582,0.09221696853637695,0.4179844856262207,1.0656559467315674,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H022,relationship,general_question,What is the relationship between Haustuer and Wand-Ext-ERDG-3?,True,True,False,0.5405623912811279,0.007585287094116211,0.009711027145385742,0.46065688133239746,1.0185155868530273,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H023,relationship,fact_verification,Does Terrassentuer touch Wand-Ext-ERDG-4?,True,True,False,0.5477585792541504,0.04136228561401367,0.3551595211029053,0.5053889751434326,1.449669361114502,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H024,relationship,imperative,Tell me how Sparren-1 relates to Wand-Ext-OG-1.,True,True,False,0.5537266731262207,0.0042095184326171875,0.005799293518066406,0.38416552543640137,0.9479010105133057,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H025,relationship,general_question,What is the relationship between First and Pfette-1-1?,True,True,True,0.5534951686859131,0.010133981704711914,0.0,0.45730018615722656,1.0209293365478516,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H026,relationship,fact_verification,Does Dach-1 touch Wand-Ext-OG-1?,True,True,False,0.5723135471343994,0.005335569381713867,0.3157310485839844,0.7451221942901611,1.6385023593902588,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H027,relationship,imperative,Tell me the relationship between Wand-Ext-OG-1 and Bodenplatte.,True,True,False,0.5609574317932129,0.004132270812988281,0.0196225643157959,0.4395134449005127,1.0252256393432617,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H028,relationship,general_question,What is the relationship between OG-Fenster-1 and Wand-Int-ERDG-1?,True,True,False,0.4770829677581787,0.0015141963958740234,0.024461746215820312,0.4657423496246338,0.971888542175293,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H029,relationship,fact_verification,Is Sparren-20 disjoint from Wand-Int-ERDG-5?,True,True,False,0.5675523281097412,0.004741191864013672,0.010312795639038086,0.5048694610595703,1.0911035537719727,
House_llama-3.3-70b_cold,House,llama-3.3-70b,cold,H030,relationship,imperative,Describe the relationship between Unterzug-1 and Wand-Ext-OG-3.,True,True,False,0.6438021659851074,0.009408712387084961,0.015346765518188477,0.41797471046447754,1.087057113647461,
House_mistral-small_cold,House,mistral-small,cold,H001,element,general_question,Which walls touch Bodenplatte?,True,True,False,1.5028748512268066,0.0075452327728271484,0.4185445308685303,1.5002176761627197,3.429182291030884,
House_mistral-small_cold,House,mistral-small,cold,H002,element,imperative,List all slabs that cover Wand-Int-ERDG-4.,True,True,False,0.9524569511413574,0.0047245025634765625,0.0689840316772461,0.7320189476013184,1.7630727291107178,
House_mistral-small_cold,House,mistral-small,cold,H003,element,fact_verification,Are there any windows disjoint from Wand-Ext-OG-1?,True,True,False,1.0988218784332275,0.005015373229980469,4.6935131549835205,1.7801942825317383,7.577544689178467,
House_mistral-small_cold,House,mistral-small,cold,H004,element,general_question,Which doors touch Wand-Int-ERDG-1?,True,True,False,0.9276440143585205,0.009840250015258789,0.11239147186279297,0.7612106800079346,1.8110864162445068,
House_mistral-small_cold,House,mistral-small,cold,H005,element,imperative,Show me all walls on Erdgeschoss that touch Bodenplatte.,True,True,False,0.9242086410522461,0.03787803649902344,0.020233869552612305,1.4427874088287354,2.425618886947632,
House_mistral-small_cold,House,mistral-small,cold,H006,element,fact_verification,Is there any beam that touches First?,True,True,False,0.8660051822662354,0.014842033386230469,0.019041776657104492,0.6953024864196777,1.5970735549926758,
House_mistral-small_cold,House,mistral-small,cold,H007,element,general_question,Which members are disjoint from Bodenplatte?,True,True,False,0.8430488109588623,0.005261898040771484,0.31289219856262207,1.0543723106384277,2.2155752182006836,
House_mistral-small_cold,House,mistral-small,cold,H008,element,imperative,List all windows on Dachgeschoss that touch Wand-Ext-OG-2.,True,True,False,0.8868837356567383,0.004898786544799805,0.024415016174316406,0.6363584995269775,1.5562915802001953,
House_mistral-small_cold,House,mistral-small,cold,H009,element,fact_verification,Does Wendeltreppe touch any walls?,True,True,False,0.9913661479949951,0.002614259719848633,0.10715460777282715,0.7811124324798584,1.885331630706787,
House_mistral-small_cold,House,mistral-small,cold,H010,element,general_question,Which slabs cover Wand-Ext-ERDG-2?,True,True,False,0.8944590091705322,0.009376049041748047,0.10790014266967773,0.8473131656646729,1.8590483665466309,
House_mistral-small_cold,House,mistral-small,cold,H011,element,imperative,Tell me all doors that touch Wand-Ext-ERDG-1.,True,True,False,0.9644184112548828,0.012098073959350586,0.27307558059692383,0.7598779201507568,2.0149013996124268,
House_mistral-small_cold,House,mistral-small,cold,H012,element,fact_verification,Are there any railings touching Dach-1?,True,True,False,0.849785566329956,0.014978885650634766,0.02825641632080078,0.716141939163208,1.6133453845977783,
House_mistral-small_cold,House,mistral-small,cold,H013,element,general_question,Which spaces are disjoint from Dach-2?,True,True,False,0.8176319599151611,0.005196094512939453,0.07122635841369629,0.9739360809326172,1.867990493774414,
House_mistral-small_cold,House,mistral-small,cold,H014,element,imperative,List all windows that touch Wand-Ext-ERDG-3.,True,True,False,1.0107042789459229,0.0071201324462890625,0.23345589637756348,0.9455199241638184,2.2008471488952637,
House_mistral-small_cold,House,mistral-small,cold,H015,element,fact_verification,Does Slab-033 cover any walls on Dachgeschoss?,False,False,False,0.9033958911895752,,,,0.9033958911895752,Failed to parse query
House_mistral-small_cold,House,mistral-small,cold,H016,relationship,general_question,What is the relationship between Wand-Int-ERDG-4 and Bodenplatte?,True,True,True,0.8311455249786377,0.03368043899536133,0.0,0.8211865425109863,1.6860125064849854,
House_mistral-small_cold,House,mistral-small,cold,H017,relationship,fact_verification,Does Wand-Ext-ERDG-1 touch Bodenplatte?,True,True,False,0.8680617809295654,0.0049474239349365234,0.0418856143951416,1.483628749847412,2.3985235691070557,
House_mistral-small_cold,House,mistral-small,cold,H018,relationship,imperative,Tell me the spatial relationship between Wendeltreppe and Wand-Ext-ERDG-4.,True,True,True,0.757204532623291,0.007078647613525391,0.0,1.160649061203003,1.927945613861084,
House_mistral-small_cold,House,mistral-small,cold,H019,relationship,general_question,What is the relationship between Wand-Int-ERDG-2 and Wand-Int-ERDG-1?,True,True,False,0.8648557662963867,0.006997823715209961,0.01852893829345703,0.695218563079834,1.5871131420135498,
House_mistral-small_cold,House,mistral-small,cold,H020,relationship,fact_verification,Is Innentuer-1 touching Wand-Int-ERDG-3?,True,True,False,1.912156343460083,0.007292509078979492,0.007398366928100586,0.6785798072814941,2.610459089279175,
House_mistral-small_cold,House,mistral-small,cold,H021,relationship,imperative,Describe the relationship between EG-Fenster-1 and Wand-Ext-ERDG-2.,True,True,False,1.092106819152832,0.008641481399536133,0.07932615280151367,0.7831575870513916,1.9698677062988281,
House_mistral-small_cold,House,mistral-small,cold,H022,relationship,general_question,What is the relationship between Haustuer and Wand-Ext-ERDG-3?,True,True,False,1.0709362030029297,0.017064809799194336,0.023554563522338867,0.7798357009887695,1.8948850631713867,
House_mistral-small_cold,House,mistral-small,cold,H023,relationship,fact_verification,Does Terrassentuer touch Wand-Ext-ERDG-4?,True,True,False,0.9300460815429688,0.010401010513305664,0.33898448944091797,0.8267862796783447,2.10787034034729,
House_mistral-small_cold,House,mistral-small,cold,H024,relationship,imperative,Tell me how Sparren-1 relates to Wand-Ext-OG-1.,True,True,False,0.954291582107544,0.01959085464477539,0.018046855926513672,0.9568588733673096,1.9497871398925781,
House_mistral-small_cold,House,mistral-small,cold,H025,relationship,general_question,What is the relationship between First and Pfette-1-1?,True,True,False,0.991976261138916,0.0047719478607177734,0.017064571380615234,0.8988139629364014,1.9126267433166504,
House_mistral-small_cold,House,mistral-small,cold,H026,relationship,fact_verification,Does Dach-1 touch Wand-Ext-OG-1?,True,True,False,1.0091102123260498,0.004256725311279297,0.2774834632873535,0.6557986736297607,1.9486539363861084,
House_mistral-small_cold,House,mistral-small,cold,H027,relationship,imperative,Tell me the relationship between Wand-Ext-OG-1 and Bodenplatte.,True,True,False,0.7965714931488037,0.01002192497253418,0.017243623733520508,0.768604040145874,1.6013414859771729,
House_mistral-small_cold,House,mistral-small,cold,H028,relationship,general_question,What is the relationship between OG-Fenster-1 and Wand-Int-ERDG-1?,True,True,False,0.9444968700408936,0.0049321651458740234,0.01693248748779297,0.7672646045684814,1.7404484748840332,
House_mistral-small_cold,House,mistral-small,cold,H029,relationship,fact_verification,Is Sparren-20 disjoint from Wand-Int-ERDG-5?,True,True,False,0.9474027156829834,0.0058727264404296875,0.0077686309814453125,0.8221874237060547,1.7843706607818604,
House_mistral-small_cold,House,mistral-small,cold,H030,relationship,imperative,Describe the relationship between Unterzug-1 and Wand-Ext-OG-3.,True,True,False,0.8972766399383545,0.012781858444213867,0.011475563049316406,0.7272739410400391,1.6514594554901123,
Duplex_gpt-4_cold,Duplex,gpt-4,cold,D001,element,general_question,Which slabs cover Basic Wall:Foundation - Concrete (417mm):140479?,True,True,False,4.166834592819214,0.17218542098999023,1.2386438846588135,1.5453128814697266,7.125490188598633,
Duplex_gpt-4_cold,Duplex,gpt-4,cold,D002,element,imperative,List all doors that touch Basic Wall:Exterior - Brick on Block:138157.,True,True,False,2.5698599815368652,0.019941091537475586,0.334092378616333,4.063319444656372,6.987212896347046,
Duplex_gpt-4_cold,Duplex,gpt-4,cold,D003,element,fact_verification,Are there any windows disjoint from Floor:127mm Slab on Grade:141232?,True,True,False,5.205255031585693,0.013357400894165039,0.46655988693237305,7.03319787979126,12.718847036361694,
Duplex_gpt-4_cold,Duplex,gpt-4,cold,D004,element,general_question,Which footings touch Basic Wall:Foundation - Concrete (435mm):140913?,True,True,False,2.0121910572052,0.0034317970275878906,0.21691322326660156,3.7175374031066895,5.951069593429565,
